X,visits,days_attend,hours_attend,gender,age,zip,extend,length,spend_food_drink,spend_private,spend_clothes,spend_transportation,spend_donations,spend_other,spend_food_drink_total,spend_entertainment_total,spend_shopping_total,spend_travel_total,length_boulder,lodging,lodging_cost
160,20,1-2 days,5,Female,25-34,93113,No,I live here,$21-$49,$1 - $20,$1 - $20,$21-$49,$50-$99,0,"$1,000-$1,999",$50-$99,$200-$499,0,Local resident,Boulder Resident,280
108,20,1-2 days,2,Male,45-54,80303,Yes,Home is here,$100-$199,"$2,000-$3,000",$200-$499,$21-$49,NA,$100-$199,0,0,$1 - $20,0,NA,Hotel or motel,280
292,5-6 times,0,1,Prefer not to say,18-24,91335,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,$50-$99,$100-$199,"$2,000-$3,000",$500-$999,NA,$100-$199,$100-$199,$20-$49,0,Two nights,Boulder Resident,280
277,20,0,0,Female,55-64,80303,No,Home is here,0,$200-$499,"$1,000-$1,499","$2,000-$3,000",NA,0,$200-$499,$200-$499,$100-$199,$1 - $20,Day trip,NA,500
287,5-6 times,1-2 days,4,Female,45-54,91320,NA,Home is here,0,$200-$499,$100-$199,$500-$999,$21-$49,"$5,000.00",$20-$49,$50-$99,$200-$499,$200-$499,Day trip,Hotel or motel,240
233,5-6 times,7-8 days,5,Female,35-44,80303,NA,NA,$50-$99,$1 - $20,$500-$999,$21-$49,$1 - $20,$1 - $20,"$2,000-$4,999",$500-$999,$500-$999,$500-$999,Resident,"Friends, family or no expense",0
268,20,3-4 days,4,Female,35-44,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,"$1,000-$1,499","$1,000-$1,499",$21-$49,$1 - $20,$1 - $20,$50-$99,$50-$99,$20-$49,$20-$49,Two nights,"Friends, family or no expense",240
197,NA,6,4,Female,45-54,80303,NA,NA,$21-$49,$50-$99,$21-$49,$21-$49,$100-$199,$1 - $20,$100-$199,$20-$49,$500-$999,$50-$99,NA,Hotel or motel,125
292,5-6 times,0,1,Prefer not to say,18-24,91335,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,$50-$99,$100-$199,"$2,000-$3,000",$500-$999,NA,$100-$199,$100-$199,$20-$49,0,Two nights,Boulder Resident,280
258,20,1-2 days,1,Female,55-64,93440,No,Didn't extend stay,NA,0,NA,$500-$999,$100-$199,$21-$49,$50-$99,$50-$99,$50-$99,$50-$99,Day trip,Hotel or motel,125
119,25,5-6 days,4,Female,45-54,93035,No,NA,$100-$199,0,$100-$199,$50-$99,0,$21-$49,"$1,000-$1,999",$100-$199,$500-$999,$20-$49,One night,"Friends, family or no expense",125
86,3-4 times,1-2 days,4,Female,35-44,80305,NA,Didn't extend stay,$1 - $20,"$2,000-$3,000",$1 - $20,$1 - $20,$50-$99,$1 - $20,$1 - $20,$100-$199,$20-$49,NA,Multiple day trips,Boulder Resident,3
178,3-4 times,3-4 days,2,Female,25-34,80304,Yes,NA,$21-$49,0,0,$1 - $20,$200-$499,$21-$49,NA,0,$500-$999,$500-$999,Local,Home,NA
100,20,3-4 days,2,Female,45-54,80306,NA,0,$100-$199,0,0,$1 - $20,0,0,NA,$200-$499,$1 - $20,$200-$499,Day trip,NA,3
12,20,0,0,Female,55-64,80309,Yes,2 days,0,0,0,0,0,0,NA,0,$1 - $20,$200-$499,Live in Boulder,NA,175
21,20,1-2 days,3,Female,55-64,80309,No,I live here,0,0,0,$1 - $20,0,0,$20-$49,NA,0,NA,Three nights,"Friends, family or no expense",200
260,20,3-4 days,20,Male,35-44,93111,No,1 day,$200-$499,NA,NA,0,$200-$499,$21-$49,$200-$499,$100-$199,$50-$99,$50-$99,Four nights,"Friends, family or no expense",NA
56,20,1-2 days,2,Female,55-64,93111,No,Live in area,$1 - $20,0,0,0,0,$50-$99,$100-$199,NA,0,$50-$99,Local,Boulder Resident,125
138,1,3-4 days,4,Female,45-54,80303,No,NA,$21-$49,$1 - $20,0,0,0,$1 - $20,"$2,000-$4,999",0,$100-$199,$500-$999,Multiple day trips,"Friends, family or no expense",240
129,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,$100-$199,NA,$500-$999,$500-$999,$1 - $20,Three nights,Home,240
267,20,1-2 days,2.5,Male,35-44,93111,No,Live in area,$1 - $20,$1 - $20,$100-$199,$1 - $20,$200-$499,$50-$99,$100-$199,$50-$99,$50-$99,$50-$99,Resident,Boulder Resident,NA
275,20,1-2 days,3,Female,65-74,80304,No,Live in area,"$1,000.00",$21-$49,$1 - $20,NA,$500-$999,NA,$50-$99,$500-$999,$20-$49,$20-$49,I live here,"Friends, family or no expense",NA
59,20,3-4 days,7,Male,45-54,80303,No,I live here,$1 - $20,0,0,0,0,$1 - $20,"$1,000-$1,999",$200-$499,0,$50-$99,NA,"Friends, family or no expense",200
94,5-6 times,1-2 days,2,Female,35-44,80309,Yes,1 day,$1 - $20,0,0,0,0,$21-$49,"$2,000-$4,999",NA,$100-$199,$500-$999,Local,Hotel or motel,240
227,3-4 times,1-2 days,4,Male,25-34,80303,NA,Home is here,$50-$99,$50-$99,0,$1 - $20,0,$200-$499,$100-$199,$1 - $20,$100-$199,$50-$99,Day trip,Boulder Resident,125
247,1,3-4 days,6,Female,25-34,12345,Yes,1 day,$500-$999,NA,$500-$999,$100-$199,$500-$999,0,$50-$99,$20-$49,$50-$99,$1 - $20,Three nights,Hotel or motel,240
231,3-4 times,3-4 days,3,Female,65-74,80304,NA,0,$50-$99,$100-$199,$1 - $20,NA,$50-$99,$50-$99,$50-$99,$1 - $20,$50-$99,$20-$49,I live here,Boulder Resident,NA
120,7,5-6 days,2,Male,45-54,80304,NA,Didn't extend stay,$100-$199,0,$21-$49,0,$21-$49,0,0,$200-$499,NA,$200-$499,Live in Boulder,Boulder Resident,175
277,20,0,0,Female,55-64,80303,No,Home is here,0,$200-$499,"$1,000-$1,499","$2,000-$3,000",NA,0,$200-$499,$200-$499,$100-$199,$1 - $20,Day trip,NA,500
177,3-4 times,0,2,Female,35-44,80303,Yes,I live here,$21-$49,0,0,0,0,0,$50-$99,$20-$49,$20-$49,$50-$99,Local,"Friends, family or no expense",NA
229,3-4 times,3-4 days,4,Female,55-64,80306,Yes,0,$50-$99,$200-$499,$21-$49,$1 - $20,$21-$49,0,0,$50-$99,NA,$500-$999,I live here,Hotel or motel,240
163,20,1-2 days,3,Male,25-34,80303,NA,0,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$50-$99,$1 - $20,$1 - $20,0,NA,Boulder Resident,175
293,29,0,2,Male,55-64,80303,Yes,Home is here,0,$500-$999,$500-$999,$50-$99,$500-$999,$500-$999,"$1,000-$1,999",$50-$99,$200-$499,$200-$499,Resident,Home,NA
186,5-6 times,1-2 days,3,Male,25-34,80303,No,1 day,$21-$49,0,0,0,0,NA,$100-$199,NA,$20-$49,$20-$49,Day trip,Boulder Resident,175
72,20,5-6 days,6,Male,65-74,80304,NA,2 days,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$200-$499,$500-$999,$50-$99,$50-$99,$1 - $20,$20-$49,I live here,Boulder Resident,0
185,5-6 times,1-2 days,1,Female,25-34,93013,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,0,0,0,0,"$2,000-$4,999",$500-$999,$500-$999,$20-$49,One night,Hotel or motel,N/A
171,1-2 times,1-2 days,4,Male,18-24,80304,No,Zero,$21-$49,0,0,$1 - $20,$100-$199,$21-$49,"$2,000-$4,999",$500-$999,$500-$999,$500-$999,Live in Boulder,NA,500
274,20,3-4 days,6,Female,55-64,80306,No,Home is here,NA,$1 - $20,$1 - $20,$100-$199,"$1,000-$1,499",$100-$199,$100-$199,NA,$200-$499,$1 - $20,One night,NA,0
27,1-2 times,1-2 days,1,Female,45-54,80309,No,I live here,0,0,0,0,0,0,$20-$49,$1 - $20,$200-$499,$500-$999,Four nights,Hotel or motel,NA
71,20,3-4 days,3,Female,55-64,80304,No,Didn't extend stay,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$100-$199,$100-$199,$1 - $20,$50-$99,$500-$999,Four nights,"Friends, family or no expense",175
123,20,3-4 days,5,Female,25-34,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$200-$499,$100-$199,$1 - $20,$21-$49,$1 - $20,0,$100-$199,NA,$100-$199,0,Live in Boulder,Hotel or motel,280
155,20,3-4 days,2,Female,55-64,80306,No,1 day,$21-$49,0,$50-$99,$1 - $20,0,0,$100-$199,$100-$199,$50-$99,$50-$99,Two nights,Home,200
115,3-4 times,1-2 days,3,Female,25-34,80303,Yes,2 days,$100-$199,0,0,$1 - $20,0,0,$100-$199,$500-$999,$200-$499,$200-$499,Four nights,"Friends, family or no expense",0
51,5-6 times,0,2.5,Female,55-64,80303,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,$21-$49,$200-$499,$21-$49,"$1,000-$1,499","$3,000-$4,000",$50-$99,$100-$199,$500-$999,$200-$499,I live here,Boulder Resident,0
166,20,1-2 days,2,Female,55-64,80306,NA,Didn't extend stay,$21-$49,$100-$199,$100-$199,$100-$199,$500-$999,$200-$499,0,$1 - $20,$200-$499,$500-$999,Local,Home,175
16,20,0,0,Female,65-74,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$50-$99,$20-$49,$500-$999,NA,Live in Boulder,Hotel or motel,0
194,5-6 times,5-6 days,1,Female,45-54,93067,Yes,Home is here,$21-$49,0,$21-$49,$21-$49,0,0,$20-$49,$500-$999,0,$50-$99,Day trip,"Friends, family or no expense",240
182,3-4 times,1-2 days,4,Female,45-54,80304,No,A few hours,$21-$49,$50-$99,"$1,000.00",$50-$99,$1 - $20,"$5,000.00",$200-$499,$50-$99,$50-$99,$500-$999,Multiple day trips,Boulder Resident,0
106,20,1-2 days,6,Female,55-64,80304,No,Zero,$100-$199,0,0,$21-$49,$1 - $20,NA,"$1,000-$1,999",$20-$49,0,$200-$499,Multiple day trips,NA,200
146,20,1-2 days,5,Female,45-54,80303,Yes,A few hours,$21-$49,0,0,0,0,0,$20-$49,$1 - $20,$1 - $20,$200-$499,Local,Hotel or motel,175
94,5-6 times,1-2 days,2,Female,35-44,80309,Yes,1 day,$1 - $20,0,0,0,0,$21-$49,"$2,000-$4,999",NA,$100-$199,$500-$999,Local,Hotel or motel,240
54,4,10,5,Female,45-54,80309,Yes,I live here,"$1,000.00",$100-$199,$500-$999,$50-$99,"$1,000-$1,499","$5,000.00",$1 - $20,$20-$49,$1 - $20,$50-$99,I live here,Hotel or motel,500
112,56,20,4,Female,55-64,93111,No,Didn't extend stay,$100-$199,$200-$499,$200-$499,$100-$199,$200-$499,"$5,000.00",$1 - $20,$20-$49,NA,$50-$99,Local resident,Hotel or motel,175
140,1,3-4 days,4,Female,55-64,93460,Yes,NA,$21-$49,$1 - $20,$21-$49,$50-$99,0,$21-$49,"$1,000-$1,999",$1 - $20,$200-$499,$1 - $20,Four nights,NA,280
148,20,3-4 days,3,Female,35-44,80306,Yes,2 days,$21-$49,0,$1 - $20,0,$1 - $20,$100-$199,NA,$50-$99,$100-$199,$1 - $20,Three nights,Hotel or motel,500
39,3-4 times,1-2 days,2,Female,75-84,80306,Yes,1 day,0,0,0,0,0,0,0,$50-$99,$20-$49,$200-$499,NA,Home,280
22,20,1-2 days,3,Female,65-74,80309,No,A few hours,0,0,0,$1 - $20,0,$1 - $20,$1 - $20,NA,$1 - $20,$1 - $20,Local,"Friends, family or no expense",200
206,20,5-6 days,2,Female,Prefer not to say,80309,NA,A few hours,$50-$99,NA,$1 - $20,$1 - $20,"$1,000-$1,499",$21-$49,$20-$49,$1 - $20,$500-$999,$50-$99,Day trip,"Friends, family or no expense",240
209,20,20,4,Female,45-54,80303,Yes,Live in area,$50-$99,$200-$499,$100-$199,$200-$499,0,0,"$1,000-$1,999",$500-$999,NA,$200-$499,Four nights,"Friends, family or no expense",3
238,5-6 times,7-8 days,4,Male,65-74,80306,No,NA,$50-$99,$50-$99,$50-$99,$50-$99,$50-$99,NA,$200-$499,$50-$99,$50-$99,$500-$999,I live here,Hotel or motel,NA
148,20,3-4 days,3,Female,35-44,80306,Yes,2 days,$21-$49,0,$1 - $20,0,$1 - $20,$100-$199,NA,$50-$99,$100-$199,$1 - $20,Three nights,Hotel or motel,500
204,20,1-2 days,5,Female,18-24,80303,No,2 days,$50-$99,0,0,$1 - $20,0,$200-$499,$200-$499,$200-$499,$1 - $20,$500-$999,Three nights,Boulder Resident,500
111,25,7-8 days,5,Female,35-44,93013,Yes,2 days,$100-$199,0,$50-$99,$50-$99,$50-$99,0,"$1,000-$1,999",$50-$99,$500-$999,0,One night,"Friends, family or no expense",125
272,20,1-2 days,4,Female,65-74,80305,Yes,1 day,$200-$499,$21-$49,$1 - $20,$50-$99,$100-$199,$50-$99,$50-$99,$50-$99,$20-$49,$50-$99,Live in Boulder,Boulder Resident,125
148,20,3-4 days,3,Female,35-44,80306,Yes,2 days,$21-$49,0,$1 - $20,0,$1 - $20,$100-$199,NA,$50-$99,$100-$199,$1 - $20,Three nights,Hotel or motel,500
141,10,3-4 days,3,Female,35-44,80305,NA,2 days,$21-$49,0,$1 - $20,$1 - $20,$1 - $20,0,$20-$49,$200-$499,$50-$99,$200-$499,I live here,Hotel or motel,240
24,1-2 times,0,0,Female,35-44,80303,No,1 day,0,0,0,0,0,0,$50-$99,$100-$199,$20-$49,$20-$49,Local,NA,N/A
142,10,3-4 days,20,Female,45-54,80305,Yes,0,$21-$49,0,$21-$49,$1 - $20,0,0,$200-$499,$200-$499,$100-$199,$20-$49,Local,NA,175
172,1-2 times,1-2 days,3,Female,25-34,80309,NA,A few hours,$21-$49,0,0,$1 - $20,0,0,"$2,000-$4,999",0,0,NA,Local resident,Home,240
175,1-2 times,7-8 days,3,Male,35-44,93437,NA,0,$21-$49,0,$50-$99,$21-$49,0,0,0,$1 - $20,$500-$999,NA,NA,"Friends, family or no expense",500
272,20,1-2 days,4,Female,65-74,80305,Yes,1 day,$200-$499,$21-$49,$1 - $20,$50-$99,$100-$199,$50-$99,$50-$99,$50-$99,$20-$49,$50-$99,Live in Boulder,Boulder Resident,125
205,20,3-4 days,3,Female,35-44,80309,Yes,NA,$50-$99,0,$1 - $20,$1 - $20,0,$1 - $20,"$2,000-$4,999",$200-$499,0,$1 - $20,Live in Boulder,Home,3
204,20,1-2 days,5,Female,18-24,80303,No,2 days,$50-$99,0,0,$1 - $20,0,$200-$499,$200-$499,$200-$499,$1 - $20,$500-$999,Three nights,Boulder Resident,500
240,1,12,4,Female,18-24,12345,Yes,-,$500-$999,"$2,000-$3,000",$100-$199,$500-$999,0,$500-$999,$1 - $20,$100-$199,$200-$499,$1 - $20,Day trip,Hotel or motel,3
205,20,3-4 days,3,Female,35-44,80309,Yes,NA,$50-$99,0,$1 - $20,$1 - $20,0,$1 - $20,"$2,000-$4,999",$200-$499,0,$1 - $20,Live in Boulder,Home,3
13,20,0,2,Female,55-64,80303,NA,1 day,0,0,0,0,0,0,"$1,000-$1,999",$200-$499,$100-$199,$20-$49,Day trip,"Friends, family or no expense",125
111,25,7-8 days,5,Female,35-44,93013,Yes,2 days,$100-$199,0,$50-$99,$50-$99,$50-$99,0,"$1,000-$1,999",$50-$99,$500-$999,0,One night,"Friends, family or no expense",125
96,5-6 times,1-2 days,2,Female,45-54,80306,Yes,Didn't extend stay,$1 - $20,"$1,000-$1,499",0,0,0,0,$200-$499,$1 - $20,$20-$49,$500-$999,Day trip,NA,240
45,5-6 times,1-2 days,1,Female,35-44,80303,NA,0,0,0,0,0,0,0,"$1,000-$1,999",$50-$99,$1 - $20,NA,NA,"Friends, family or no expense",0
210,20,3-4 days,3,Female,25-34,80306,NA,Zero,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,0,NA,NA,0,Four nights,Hotel or motel,240
154,20,3-4 days,2,Female,75-84,80304,Yes,2 days,$21-$49,0,$100-$199,$1 - $20,0,0,NA,0,0,NA,Day trip,"Friends, family or no expense",125
201,20,5-6 days,6,Female,25-34,80305,No,Live in area,$50-$99,$50-$99,$1 - $20,$21-$49,$500-$999,$500-$999,$1 - $20,$1 - $20,$20-$49,$1 - $20,Live in Boulder,Hotel or motel,500
283,1-2 times,1-2 days,6,Male,35-44,91792,Yes,Zero,$1 - $20,0,"$1,000-$1,499",0,"$1,000-$1,499","$5,000.00",$100-$199,NA,$1 - $20,$200-$499,Two nights,Home,175
94,5-6 times,1-2 days,2,Female,35-44,80309,Yes,1 day,$1 - $20,0,0,0,0,$21-$49,"$2,000-$4,999",NA,$100-$199,$500-$999,Local,Hotel or motel,240
218,20,5-6 days,5,Female,25-34,80303,Yes,2 days,$50-$99,$50-$99,$21-$49,$21-$49,0,$21-$49,"$2,000-$4,999",$50-$99,$200-$499,$20-$49,Local resident,Boulder Resident,0
17,20,0,0,Female,65-74,80309,No,NA,0,0,0,0,0,0,$200-$499,$200-$499,$500-$999,0,Resident,Hotel or motel,175
183,3-4 times,1-2 days,4,Female,25-34,80306,NA,A few hours,$21-$49,$100-$199,"$1,000-$1,499",NA,$100-$199,$1 - $20,$1 - $20,0,$500-$999,$500-$999,Live in Boulder,NA,125
34,1-2 times,1-2 days,1,Male,75-84,80306,No,-,0,0,0,0,0,0,0,$100-$199,NA,0,Four nights,Home,240
39,3-4 times,1-2 days,2,Female,75-84,80306,Yes,1 day,0,0,0,0,0,0,0,$50-$99,$20-$49,$200-$499,NA,Home,280
98,5-6 times,1-2 days,2,Male,25-34,80306,NA,2 days,$1 - $20,0,0,$21-$49,0,0,$1 - $20,$100-$199,0,$50-$99,One night,Boulder Resident,125
251,20,3-4 days,2,Male,55-64,93111,No,Home is here,$1 - $20,$1 - $20,$1 - $20,$21-$49,$200-$499,0,$100-$199,$100-$199,$100-$199,$50-$99,Multiple day trips,Boulder Resident,125
242,20,5-6 days,6,Male,45-54,80303,NA,Live in area,$500-$999,$500-$999,$50-$99,$100-$199,0,0,NA,$1 - $20,NA,0,One night,NA,280
65,20,3-4 days,3,Female,45-54,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,$1 - $20,$1 - $20,0,$1 - $20,$1 - $20,$1 - $20,NA,$50-$99,$50-$99,Resident,Home,200
174,1-2 times,3-4 days,5,Female,25-34,80309,Yes,2 days,$21-$49,0,$21-$49,$21-$49,0,0,"$2,000-$4,999",0,$1 - $20,$50-$99,NA,"Friends, family or no expense",N/A
249,1,1-2 days,5,Female,25-34,93464,No,Home is here,"$1,000.00","$2,000-$3,000",$500-$999,$1 - $20,$1 - $20,$100-$199,$50-$99,$50-$99,$100-$199,$20-$49,Three nights,Home,3
5,7,3-4 days,2,Female,45-54,80304,Yes,Didn't extend stay,0,0,0,$1 - $20,0,0,$100-$199,0,$500-$999,$50-$99,Multiple day trips,Hotel or motel,0
102,20,3-4 days,8,Female,35-44,80303,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$100-$199,$100-$199,$1 - $20,$1 - $20,0,"$3,000-$4,000",$200-$499,$100-$199,$100-$199,$1 - $20,Three nights,NA,500
192,5-6 times,3-4 days,3,Male,45-54,80306,Yes,Live in area,$21-$49,"$1,000-$1,499",$21-$49,$1 - $20,"$1,000-$1,499",$21-$49,NA,$200-$499,$500-$999,$20-$49,Local,Boulder Resident,175
109,20,5-6 days,8,Female,35-44,80306,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$100-$199,0,$50-$99,$21-$49,0,NA,NA,0,$50-$99,$200-$499,Day trip,Hotel or motel,0
12,20,0,0,Female,55-64,80309,Yes,2 days,0,0,0,0,0,0,NA,0,$1 - $20,$200-$499,Live in Boulder,NA,175
283,1-2 times,1-2 days,6,Male,35-44,91792,Yes,Zero,$1 - $20,0,"$1,000-$1,499",0,"$1,000-$1,499","$5,000.00",$100-$199,NA,$1 - $20,$200-$499,Two nights,Home,175
189,5-6 times,1-2 days,0.5,Female,55-64,93108,Yes,Live in area,$21-$49,0,0,$1 - $20,0,$50-$99,$20-$49,$50-$99,$1 - $20,$50-$99,Local resident,Home,200
255,20,1-2 days,4,Male,55-64,93111,NA,I live here,0,$50-$99,$1 - $20,$21-$49,0,$1 - $20,$100-$199,$100-$199,$20-$49,$20-$49,Day trip,Home,280
180,3-4 times,3-4 days,4,Female,25-34,80306,Yes,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$50-$99,0,$21-$49,$1 - $20,0,"$1,000-$1,999",0,NA,NA,Live in Boulder,Boulder Resident,N/A
254,20,1-2 days,11,Female,55-64,93454,Yes,-,$200-$499,$500-$999,$100-$199,$21-$49,$500-$999,$21-$49,$50-$99,0,0,$20-$49,Day trip,"Friends, family or no expense",280
65,20,3-4 days,3,Female,45-54,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,$1 - $20,$1 - $20,0,$1 - $20,$1 - $20,$1 - $20,NA,$50-$99,$50-$99,Resident,Home,200
68,20,0,1,Male,55-64,80306,Yes,-,$1 - $20,0,0,$1 - $20,0,0,NA,$1 - $20,$1 - $20,$1 - $20,Resident,Boulder Resident,125
114,1-2 times,1-2 days,5,Female,25-34,80304,Yes,0,$100-$199,0,0,$21-$49,0,0,NA,NA,NA,NA,I live here,Home,175
22,20,1-2 days,3,Female,65-74,80309,No,A few hours,0,0,0,$1 - $20,0,$1 - $20,$1 - $20,NA,$1 - $20,$1 - $20,Local,"Friends, family or no expense",200
7,20,0,3,Male,45-54,80302,No,Zero,0,0,0,0,0,0,"$2,000-$4,999",$1 - $20,$100-$199,$20-$49,Three nights,Boulder Resident,NA
76,1-2 times,1-2 days,1,Female,18-24,91104,Yes,A few hours,$1 - $20,0,0,0,0,0,$200-$499,$20-$49,NA,$20-$49,Day trip,Home,280
128,20,7-8 days,3,Female,35-44,80309,No,Live in area,$200-$499,0,$21-$49,$21-$49,0,$200-$499,$20-$49,$200-$499,NA,$20-$49,Four nights,Boulder Resident,NA
254,20,1-2 days,11,Female,55-64,93454,Yes,-,$200-$499,$500-$999,$100-$199,$21-$49,$500-$999,$21-$49,$50-$99,0,0,$20-$49,Day trip,"Friends, family or no expense",280
287,5-6 times,1-2 days,4,Female,45-54,91320,NA,Home is here,0,$200-$499,$100-$199,$500-$999,$21-$49,"$5,000.00",$20-$49,$50-$99,$200-$499,$200-$499,Day trip,Hotel or motel,240
155,20,3-4 days,2,Female,55-64,80306,No,1 day,$21-$49,0,$50-$99,$1 - $20,0,0,$100-$199,$100-$199,$50-$99,$50-$99,Two nights,Home,200
94,5-6 times,1-2 days,2,Female,35-44,80309,Yes,1 day,$1 - $20,0,0,0,0,$21-$49,"$2,000-$4,999",NA,$100-$199,$500-$999,Local,Hotel or motel,240
285,3-4 times,1-2 days,3,Female,85,80309,No,1 day,$500-$999,$21-$49,0,$50-$99,"$1,000-$1,499",$500-$999,$20-$49,$500-$999,$1 - $20,0,I live here,Hotel or motel,125
106,20,1-2 days,6,Female,55-64,80304,No,Zero,$100-$199,0,0,$21-$49,$1 - $20,NA,"$1,000-$1,999",$20-$49,0,$200-$499,Multiple day trips,NA,200
239,0,3,5,Female,35-44,93111,No,Home is here,$50-$99,0,$1 - $20,$1 - $20,0,0,$200-$499,0,$100-$199,$1 - $20,Local,Home,3
291,5-6 times,7-8 days,3,Female,45-54,80306,NA,Didn't extend stay,$21-$49,$50-$99,$1 - $20,$1 - $20,$21-$49,$1 - $20,0,NA,$50-$99,$50-$99,Resident,NA,500
225,3-4 times,1-2 days,4,Male,25-34,80303,NA,I live here,$50-$99,0,0,0,0,$1 - $20,"$1,000-$1,999",$200-$499,0,$50-$99,Four nights,Boulder Resident,280
234,5-6 times,1-2 days,2,Female,45-54,80303,Yes,I live here,$50-$99,0,0,0,0,0,$1 - $20,$200-$499,$200-$499,$500-$999,Local,Boulder Resident,N/A
82,1-2 times,3-4 days,10,Female,55-64,80306,No,1 day,$1 - $20,$21-$49,$1 - $20,$21-$49,$500-$999,"$5,000.00",$20-$49,$100-$199,0,$20-$49,Multiple day trips,Home,3
281,1-2 times,3-4 days,4,Male,18-24,93107,Yes,-,$200-$499,$100-$199,"$1,000-$1,499",$1 - $20,$100-$199,$21-$49,$1 - $20,0,0,0,Resident,Home,0
87,3-4 times,5-6 days,5,Female,55-64,80309,No,NA,$1 - $20,0,$100-$199,$1 - $20,$21-$49,0,$20-$49,$1 - $20,$500-$999,$500-$999,Four nights,"Friends, family or no expense",175
49,5-6 times,0,10,Female,55-64,80306,NA,Live in area,0,0,0,0,0,0,$100-$199,NA,$1 - $20,$1 - $20,I live here,NA,NA
13,20,0,2,Female,55-64,80303,NA,1 day,0,0,0,0,0,0,"$1,000-$1,999",$200-$499,$100-$199,$20-$49,Day trip,"Friends, family or no expense",125
131,20,3-4 days,3,Male,45-54,80303,NA,2 days,$200-$499,"$1,000-$1,499",$21-$49,$50-$99,$1 - $20,$200-$499,"$1,000-$1,999",$50-$99,$20-$49,$1 - $20,Three nights,"Friends, family or no expense",500
69,20,1-2 days,3,Female,55-64,80306,NA,Live in area,$1 - $20,0,0,$1 - $20,$1 - $20,"$5,000.00",$200-$499,$500-$999,$500-$999,$500-$999,Local resident,"Friends, family or no expense",0
236,5-6 times,3-4 days,5,Male,45-54,80303,NA,NA,$50-$99,$500-$999,$100-$199,$200-$499,$500-$999,$50-$99,"$2,000-$4,999",$20-$49,$1 - $20,$200-$499,Local,Home,240
202,20,3-4 days,9,Male,35-44,80303,NA,2 days,$50-$99,0,0,0,0,0,"$1,000-$1,999",NA,$500-$999,$1 - $20,Two nights,"Friends, family or no expense",3
27,1-2 times,1-2 days,1,Female,45-54,80309,No,I live here,0,0,0,0,0,0,$20-$49,$1 - $20,$200-$499,$500-$999,Four nights,Hotel or motel,NA
162,20,3-4 days,9,Male,35-44,80305,No,NA,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,0,$1 - $20,$500-$999,Local,Home,0
248,1,3-4 days,4,Female,35-44,93611,NA,A few hours,$1 - $20,$21-$49,$100-$199,$1 - $20,NA,$21-$49,"$1,000-$1,999",0,$50-$99,$200-$499,Three nights,Hotel or motel,500
274,20,3-4 days,6,Female,55-64,80306,No,Home is here,NA,$1 - $20,$1 - $20,$100-$199,"$1,000-$1,499",$100-$199,$100-$199,NA,$200-$499,$1 - $20,One night,NA,0
68,20,0,1,Male,55-64,80306,Yes,-,$1 - $20,0,0,$1 - $20,0,0,NA,$1 - $20,$1 - $20,$1 - $20,Resident,Boulder Resident,125
185,5-6 times,1-2 days,1,Female,25-34,93013,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,0,0,0,0,"$2,000-$4,999",$500-$999,$500-$999,$20-$49,One night,Hotel or motel,N/A
165,20,1-2 days,2,Female,35-44,80304,NA,Zero,$21-$49,$200-$499,$1 - $20,0,NA,$50-$99,$50-$99,$200-$499,$200-$499,0,Day trip,"Friends, family or no expense",125
58,20,1-2 days,1,Male,45-54,80309,No,2 days,$1 - $20,0,0,0,0,0,"$1,000-$1,999",$1 - $20,$200-$499,$200-$499,Four nights,Home,200
164,20,1-2 days,3,Female,55-64,80306,NA,I live here,$21-$49,"$2,000-$3,000",$21-$49,"$2,000-$3,000",$1 - $20,"$5,000.00",$1 - $20,$1 - $20,$20-$49,$200-$499,NA,Home,240
39,3-4 times,1-2 days,2,Female,75-84,80306,Yes,1 day,0,0,0,0,0,0,0,$50-$99,$20-$49,$200-$499,NA,Home,280
